transcriptID_trim,log2FoldChange
TRINITY_DN301_c0_g1::TRINITY_DN301_c0_g1_i2,2.36789475491438
TRINITY_DN13966_c0_g1::TRINITY_DN13966_c0_g1_i1,2.19082568141131
TRINITY_DN10530_c0_g1::TRINITY_DN10530_c0_g1_i2,1.71763531115797
TRINITY_DN1190_c0_g1::TRINITY_DN1190_c0_g1_i2,1.03135110242783
TRINITY_DN7378_c0_g1::TRINITY_DN7378_c0_g1_i1,2.57438133059263
TRINITY_DN30_c0_g3::TRINITY_DN30_c0_g3_i1,1.39674450246758
TRINITY_DN12898_c0_g1::TRINITY_DN12898_c0_g1_i1,-1.64730494629694
TRINITY_DN16170_c0_g1::TRINITY_DN16170_c0_g1_i1,2.33441792758568
TRINITY_DN638_c0_g1::TRINITY_DN638_c0_g1_i10,1.86141125469713
TRINITY_DN2695_c0_g1::TRINITY_DN2695_c0_g1_i18,-1.57978364696405
TRINITY_DN2695_c0_g1::TRINITY_DN2695_c0_g1_i16,-1.57978365769991
TRINITY_DN638_c0_g1::TRINITY_DN638_c0_g1_i16,1.86141125469713
TRINITY_DN13966_c0_g1::TRINITY_DN13966_c0_g1_i1,1.80842679079927
TRINITY_DN2281_c0_g1::TRINITY_DN2281_c0_g1_i10,1.78069489338776
TRINITY_DN1998_c0_g1::TRINITY_DN1998_c0_g1_i5,1.51110786896781
TRINITY_DN6968_c0_g1::TRINITY_DN6968_c0_g1_i1,-1.40933642807758
TRINITY_DN2920_c0_g1::TRINITY_DN2920_c0_g1_i32,-0.656112522270277
TRINITY_DN6630_c0_g1::TRINITY_DN6630_c0_g1_i11,-1.4559120967973
TRINITY_DN1998_c0_g1::TRINITY_DN1998_c0_g1_i10,1.48143509506049
TRINITY_DN2161_c0_g1::TRINITY_DN2161_c0_g1_i1,2.06169931475782
TRINITY_DN301_c2_g1::TRINITY_DN301_c2_g1_i1,1.46697027915832
TRINITY_DN1187_c0_g1::TRINITY_DN1187_c0_g1_i12,2.02692280327969
TRINITY_DN5298_c0_g1::TRINITY_DN5298_c0_g1_i6,2.00289505600791
TRINITY_DN6087_c0_g1::TRINITY_DN6087_c0_g1_i2,2.42489817814213
TRINITY_DN210_c0_g1::TRINITY_DN210_c0_g1_i1,3.27735499504824
TRINITY_DN9411_c0_g1::TRINITY_DN9411_c0_g1_i2,1.7200730315153
TRINITY_DN3371_c0_g1::TRINITY_DN3371_c0_g1_i18,-0.971600665250054
TRINITY_DN661_c0_g1::TRINITY_DN661_c0_g1_i8,2.03487833927947
TRINITY_DN36184_c0_g1::TRINITY_DN36184_c0_g1_i9,1.99822577855364
TRINITY_DN140_c0_g3::TRINITY_DN140_c0_g3_i1,1.88909422137232
TRINITY_DN8906_c0_g1::TRINITY_DN8906_c0_g1_i12,-0.504114239068761
TRINITY_DN1785_c0_g1::TRINITY_DN1785_c0_g1_i6,1.59204973562645
TRINITY_DN10371_c0_g1::TRINITY_DN10371_c0_g1_i1,2.09062554784646
TRINITY_DN1905_c0_g1::TRINITY_DN1905_c0_g1_i11,2.18824769143747
TRINITY_DN26835_c0_g1::TRINITY_DN26835_c0_g1_i2,-1.55015746744658
TRINITY_DN1414_c0_g1::TRINITY_DN1414_c0_g1_i8,2.11781557374439
TRINITY_DN7035_c0_g1::TRINITY_DN7035_c0_g1_i1,1.51019995517243
TRINITY_DN21513_c0_g1::TRINITY_DN21513_c0_g1_i1,-1.36969718313844
TRINITY_DN1864_c1_g2::TRINITY_DN1864_c1_g2_i1,1.73370258215813
TRINITY_DN13047_c0_g1::TRINITY_DN13047_c0_g1_i2,-1.71338123750683
TRINITY_DN796_c1_g1::TRINITY_DN796_c1_g1_i3,-1.50455595482213
TRINITY_DN6249_c0_g1::TRINITY_DN6249_c0_g1_i12,2.0148025872181
TRINITY_DN11475_c0_g1::TRINITY_DN11475_c0_g1_i2,1.45011660394794
TRINITY_DN4242_c0_g1::TRINITY_DN4242_c0_g1_i8,1.15251278198185
TRINITY_DN1972_c0_g1::TRINITY_DN1972_c0_g1_i1,-1.12464588224928
TRINITY_DN11057_c0_g1::TRINITY_DN11057_c0_g1_i9,-1.28480384741383
TRINITY_DN10488_c0_g1::TRINITY_DN10488_c0_g1_i3,1.19971918701866
TRINITY_DN6866_c0_g1::TRINITY_DN6866_c0_g1_i1,1.62241088881202
TRINITY_DN27775_c0_g1::TRINITY_DN27775_c0_g1_i8,1.31301742394944
TRINITY_DN1343_c0_g1::TRINITY_DN1343_c0_g1_i2,1.6276750584573
TRINITY_DN223_c0_g1::TRINITY_DN223_c0_g1_i31,3.00130350762114
TRINITY_DN140_c0_g2::TRINITY_DN140_c0_g2_i5,2.15036426739013
TRINITY_DN7057_c0_g2::TRINITY_DN7057_c0_g2_i2,2.35897900793508
TRINITY_DN2468_c0_g1::TRINITY_DN2468_c0_g1_i1,2.04003761409458
TRINITY_DN2104_c0_g1::TRINITY_DN2104_c0_g1_i10,1.80972322235475
TRINITY_DN9658_c0_g1::TRINITY_DN9658_c0_g1_i8,-1.37807938953038
TRINITY_DN4193_c0_g1::TRINITY_DN4193_c0_g1_i2,0.400698403517779
TRINITY_DN1446_c0_g1::TRINITY_DN1446_c0_g1_i21,2.78408441620294
TRINITY_DN1446_c0_g1::TRINITY_DN1446_c0_g1_i20,2.78408441620294
TRINITY_DN12139_c0_g1::TRINITY_DN12139_c0_g1_i12,1.56068104311488
TRINITY_DN5958_c0_g1::TRINITY_DN5958_c0_g1_i6,0.840162672170917
TRINITY_DN8509_c0_g1::TRINITY_DN8509_c0_g1_i1,1.46496697501938
TRINITY_DN9827_c0_g1::TRINITY_DN9827_c0_g1_i1,1.49294921889409
TRINITY_DN159_c0_g1::TRINITY_DN159_c0_g1_i1,2.05454259203895
TRINITY_DN6968_c0_g1::TRINITY_DN6968_c0_g1_i1,-1.10490546892451
TRINITY_DN1021_c0_g1::TRINITY_DN1021_c0_g1_i11,1.4141725840775
TRINITY_DN134_c0_g1::TRINITY_DN134_c0_g1_i12,2.77154833919283
TRINITY_DN2672_c2_g1::TRINITY_DN2672_c2_g1_i7,1.93736701432719
TRINITY_DN4432_c0_g1::TRINITY_DN4432_c0_g1_i11,3.50278009129092
TRINITY_DN478_c0_g1::TRINITY_DN478_c0_g1_i15,1.37578400458842
TRINITY_DN15957_c0_g1::TRINITY_DN15957_c0_g1_i3,1.96513251363203
TRINITY_DN6918_c0_g1::TRINITY_DN6918_c0_g1_i15,-0.858950737846296
TRINITY_DN13232_c1_g1::TRINITY_DN13232_c1_g1_i2,1.397262085131
TRINITY_DN1979_c1_g1::TRINITY_DN1979_c1_g1_i5,1.70361179129341
TRINITY_DN5073_c0_g1::TRINITY_DN5073_c0_g1_i1,-1.07521668835645
TRINITY_DN6599_c0_g1::TRINITY_DN6599_c0_g1_i13,2.04921550075743
TRINITY_DN6627_c0_g1::TRINITY_DN6627_c0_g1_i10,1.42859423391907
TRINITY_DN6746_c0_g1::TRINITY_DN6746_c0_g1_i10,1.57643960133395
TRINITY_DN140_c0_g3::TRINITY_DN140_c0_g3_i1,2.11186190762848
TRINITY_DN210_c0_g3::TRINITY_DN210_c0_g3_i1,2.14803858469035
TRINITY_DN7976_c0_g1::TRINITY_DN7976_c0_g1_i1,1.32655126549285
TRINITY_DN577_c0_g2::TRINITY_DN577_c0_g2_i1,2.17708535209942
TRINITY_DN11478_c0_g1::TRINITY_DN11478_c0_g1_i1,1.16789528046932
TRINITY_DN796_c0_g1::TRINITY_DN796_c0_g1_i19,-1.48330025900619
TRINITY_DN5806_c0_g1::TRINITY_DN5806_c0_g1_i2,-0.539178247303833
TRINITY_DN21119_c0_g1::TRINITY_DN21119_c0_g1_i4,2.03963808412686
TRINITY_DN30_c0_g1::TRINITY_DN30_c0_g1_i1,1.69429832337381
TRINITY_DN10320_c0_g1::TRINITY_DN10320_c0_g1_i24,1.23912894792073
TRINITY_DN16711_c0_g1::TRINITY_DN16711_c0_g1_i1,0.286614850472975
TRINITY_DN6227_c0_g1::TRINITY_DN6227_c0_g1_i6,1.99050140904433
TRINITY_DN1313_c0_g1::TRINITY_DN1313_c0_g1_i7,-0.372475497435037
TRINITY_DN6116_c0_g1::TRINITY_DN6116_c0_g1_i1,-1.56228542357357
TRINITY_DN8509_c2_g2::TRINITY_DN8509_c2_g2_i1,3.5488399525191
TRINITY_DN10607_c0_g1::TRINITY_DN10607_c0_g1_i1,-2.00095045140974
TRINITY_DN12084_c0_g1::TRINITY_DN12084_c0_g1_i3,1.34147126546168
TRINITY_DN12084_c0_g1::TRINITY_DN12084_c0_g1_i4,1.34147126546168
TRINITY_DN4971_c2_g1::TRINITY_DN4971_c2_g1_i3,1.71377949265535
TRINITY_DN6927_c0_g1::TRINITY_DN6927_c0_g1_i9,1.21829804102179
TRINITY_DN14996_c0_g1::TRINITY_DN14996_c0_g1_i3,2.8708203802851
TRINITY_DN6783_c0_g1::TRINITY_DN6783_c0_g1_i1,-1.3805895295969
TRINITY_DN1353_c0_g1::TRINITY_DN1353_c0_g1_i20,1.88063507499225
TRINITY_DN134_c0_g1::TRINITY_DN134_c0_g1_i6,2.12215363918752
TRINITY_DN39627_c0_g1::TRINITY_DN39627_c0_g1_i8,-1.97987767281804
TRINITY_DN210_c0_g1::TRINITY_DN210_c0_g1_i2,1.46570583310916
TRINITY_DN7686_c0_g1::TRINITY_DN7686_c0_g1_i2,1.20115878062465
TRINITY_DN5363_c0_g1::TRINITY_DN5363_c0_g1_i6,0.834754997585276
TRINITY_DN3808_c0_g1::TRINITY_DN3808_c0_g1_i1,2.05840475052596
TRINITY_DN740_c0_g1::TRINITY_DN740_c0_g1_i9,1.82439000580017
TRINITY_DN2920_c0_g1::TRINITY_DN2920_c0_g1_i32,-0.764699035086296
TRINITY_DN6202_c0_g1::TRINITY_DN6202_c0_g1_i1,1.20625010759534
TRINITY_DN7200_c2_g1::TRINITY_DN7200_c2_g1_i22,1.50683719815007
TRINITY_DN2744_c1_g1::TRINITY_DN2744_c1_g1_i1,-1.07851180365386
TRINITY_DN3639_c0_g1::TRINITY_DN3639_c0_g1_i14,1.59059953034948
TRINITY_DN50_c0_g1::TRINITY_DN50_c0_g1_i9,3.01318167441572
TRINITY_DN859_c0_g1::TRINITY_DN859_c0_g1_i1,2.9145467150285
TRINITY_DN7454_c1_g1::TRINITY_DN7454_c1_g1_i5,1.36610205925294
TRINITY_DN3225_c0_g1::TRINITY_DN3225_c0_g1_i16,1.27284687540935
TRINITY_DN12405_c0_g1::TRINITY_DN12405_c0_g1_i6,-1.18527397744552
TRINITY_DN8164_c0_g1::TRINITY_DN8164_c0_g1_i15,1.89971767062007
TRINITY_DN339_c0_g1::TRINITY_DN339_c0_g1_i10,2.29714919792766
TRINITY_DN334_c0_g1::TRINITY_DN334_c0_g1_i7,1.39821317935081
TRINITY_DN3885_c0_g1::TRINITY_DN3885_c0_g1_i6,-0.633417987121632
TRINITY_DN4302_c0_g1::TRINITY_DN4302_c0_g1_i10,1.58274622138195
TRINITY_DN661_c0_g1::TRINITY_DN661_c0_g1_i19,1.8200765507895
TRINITY_DN15957_c0_g1::TRINITY_DN15957_c0_g1_i4,1.70057421448017
TRINITY_DN7997_c0_g1::TRINITY_DN7997_c0_g1_i5,-1.35524655494063
TRINITY_DN18556_c0_g1::TRINITY_DN18556_c0_g1_i1,1.74425710341498
TRINITY_DN20176_c0_g1::TRINITY_DN20176_c0_g1_i2,-1.13046119620397
TRINITY_DN204_c0_g1::TRINITY_DN204_c0_g1_i1,1.77948141492822
TRINITY_DN2380_c0_g1::TRINITY_DN2380_c0_g1_i1,-1.11852186989437
TRINITY_DN4888_c0_g1::TRINITY_DN4888_c0_g1_i1,-0.965823719732222
TRINITY_DN466_c0_g1::TRINITY_DN466_c0_g1_i2,2.37264779236707
TRINITY_DN466_c0_g1::TRINITY_DN466_c0_g1_i11,2.37264779236707
TRINITY_DN1569_c0_g1::TRINITY_DN1569_c0_g1_i1,1.68971672757957
TRINITY_DN2590_c0_g1::TRINITY_DN2590_c0_g1_i14,1.10588555757817
TRINITY_DN9419_c0_g1::TRINITY_DN9419_c0_g1_i1,2.08842185024469
TRINITY_DN585_c0_g1::TRINITY_DN585_c0_g1_i7,1.79539445976783
TRINITY_DN17901_c0_g1::TRINITY_DN17901_c0_g1_i11,-1.16985084898707
TRINITY_DN16090_c0_g1::TRINITY_DN16090_c0_g1_i1,-1.5296410158028
TRINITY_DN6432_c0_g1::TRINITY_DN6432_c0_g1_i2,-0.551642046934174
TRINITY_DN16_c0_g2::TRINITY_DN16_c0_g2_i3,1.26341831069964
TRINITY_DN6640_c0_g1::TRINITY_DN6640_c0_g1_i12,-1.13817559516328
TRINITY_DN210_c0_g1::TRINITY_DN210_c0_g1_i2,1.53891611027108
TRINITY_DN15608_c0_g1::TRINITY_DN15608_c0_g1_i4,1.97201822030173
TRINITY_DN3304_c0_g1::TRINITY_DN3304_c0_g1_i4,1.02065669365872
TRINITY_DN2281_c0_g1::TRINITY_DN2281_c0_g1_i7,2.08157829550314
TRINITY_DN12651_c0_g1::TRINITY_DN12651_c0_g1_i1,1.86913039956506
TRINITY_DN1060_c0_g1::TRINITY_DN1060_c0_g1_i5,1.80150579020962
TRINITY_DN30_c1_g1::TRINITY_DN30_c1_g1_i1,3.51465285597788
TRINITY_DN14621_c0_g1::TRINITY_DN14621_c0_g1_i6,1.82922418835148
TRINITY_DN36525_c0_g1::TRINITY_DN36525_c0_g1_i1,2.33745748889974
TRINITY_DN6304_c0_g1::TRINITY_DN6304_c0_g1_i6,-0.846215879126559
TRINITY_DN796_c0_g1::TRINITY_DN796_c0_g1_i14,-1.15430781898051
TRINITY_DN4119_c0_g1::TRINITY_DN4119_c0_g1_i9,-0.485617554702547
TRINITY_DN210_c0_g3::TRINITY_DN210_c0_g3_i1,2.20022237236651
TRINITY_DN2755_c0_g1::TRINITY_DN2755_c0_g1_i4,0.952057239791684
TRINITY_DN1370_c0_g1::TRINITY_DN1370_c0_g1_i8,-0.328703464971733
TRINITY_DN2892_c0_g1::TRINITY_DN2892_c0_g1_i7,1.42508309466726
TRINITY_DN12465_c0_g2::TRINITY_DN12465_c0_g2_i1,1.74835055713788
TRINITY_DN3479_c0_g1::TRINITY_DN3479_c0_g1_i2,1.66636307377098
TRINITY_DN2269_c0_g1::TRINITY_DN2269_c0_g1_i5,1.60942276816825
TRINITY_DN9472_c0_g1::TRINITY_DN9472_c0_g1_i6,2.10835817327414
TRINITY_DN10800_c0_g1::TRINITY_DN10800_c0_g1_i2,1.6995644422691
TRINITY_DN6810_c0_g1::TRINITY_DN6810_c0_g1_i1,1.28731120459899
TRINITY_DN577_c0_g2::TRINITY_DN577_c0_g2_i1,2.30607794061366
TRINITY_DN22401_c0_g1::TRINITY_DN22401_c0_g1_i13,1.1032975257263
TRINITY_DN9854_c0_g1::TRINITY_DN9854_c0_g1_i7,0.967682902650017
TRINITY_DN223_c0_g1::TRINITY_DN223_c0_g1_i21,1.96096541494887
TRINITY_DN4742_c0_g1::TRINITY_DN4742_c0_g1_i1,1.59604593220314
TRINITY_DN1625_c0_g1::TRINITY_DN1625_c0_g1_i2,-0.683864401364115
TRINITY_DN1670_c0_g1::TRINITY_DN1670_c0_g1_i6,2.24488888179943
TRINITY_DN1386_c0_g1::TRINITY_DN1386_c0_g1_i1,1.83893437443133
TRINITY_DN4888_c1_g1::TRINITY_DN4888_c1_g1_i1,-1.40863989440212
TRINITY_DN154_c0_g1::TRINITY_DN154_c0_g1_i2,-1.68064757891326
TRINITY_DN29547_c0_g1::TRINITY_DN29547_c0_g1_i7,1.79528869702809
TRINITY_DN572_c0_g1::TRINITY_DN572_c0_g1_i3,0.931437876526662
TRINITY_DN7169_c0_g1::TRINITY_DN7169_c0_g1_i1,-1.29383160215156
TRINITY_DN301_c0_g1::TRINITY_DN301_c0_g1_i1,2.61328454542787
TRINITY_DN8618_c0_g1::TRINITY_DN8618_c0_g1_i15,1.8879136873184
TRINITY_DN5291_c0_g1::TRINITY_DN5291_c0_g1_i16,2.65461108693237
TRINITY_DN2672_c2_g1::TRINITY_DN2672_c2_g1_i3,1.80177313000318
TRINITY_DN37167_c0_g1::TRINITY_DN37167_c0_g1_i7,0.497924934344071
TRINITY_DN30218_c0_g1::TRINITY_DN30218_c0_g1_i1,2.0401922105869
TRINITY_DN8078_c0_g3::TRINITY_DN8078_c0_g3_i7,1.95684426469796
TRINITY_DN9192_c0_g1::TRINITY_DN9192_c0_g1_i1,-0.560945767590508
TRINITY_DN7415_c0_g1::TRINITY_DN7415_c0_g1_i1,-1.75060413896296
TRINITY_DN992_c0_g1::TRINITY_DN992_c0_g1_i18,-0.563552360357503
TRINITY_DN796_c6_g1::TRINITY_DN796_c6_g1_i2,-1.4453204011324
TRINITY_DN11606_c0_g1::TRINITY_DN11606_c0_g1_i1,-2.2825826991556
TRINITY_DN1803_c0_g1::TRINITY_DN1803_c0_g1_i10,-0.507982207945068
TRINITY_DN14203_c2_g3::TRINITY_DN14203_c2_g3_i1,1.81490914837815
TRINITY_DN3185_c0_g1::TRINITY_DN3185_c0_g1_i18,-0.568485960273153
TRINITY_DN3185_c0_g1::TRINITY_DN3185_c0_g1_i21,-0.568485960273153
TRINITY_DN3561_c0_g1::TRINITY_DN3561_c0_g1_i13,1.30298282567866
TRINITY_DN9417_c0_g1::TRINITY_DN9417_c0_g1_i6,2.02943905757486
TRINITY_DN8129_c0_g1::TRINITY_DN8129_c0_g1_i9,-0.9839953956529
TRINITY_DN1388_c0_g1::TRINITY_DN1388_c0_g1_i5,1.75633556715339
TRINITY_DN7391_c0_g1::TRINITY_DN7391_c0_g1_i1,-1.77738970026295
TRINITY_DN4634_c0_g1::TRINITY_DN4634_c0_g1_i2,2.29377274085575
TRINITY_DN21894_c0_g1::TRINITY_DN21894_c0_g1_i3,1.56445878772592
TRINITY_DN12125_c0_g1::TRINITY_DN12125_c0_g1_i3,1.35510214314699
TRINITY_DN4356_c0_g1::TRINITY_DN4356_c0_g1_i3,-0.978837244192532
TRINITY_DN2408_c0_g1::TRINITY_DN2408_c0_g1_i9,1.49732571182518
